id	filename	md5	size	state
63a93687-c0bc-46bd-ade7-a07ff25f2df1	63a93687-c0bc-46bd-ade7-a07ff25f2df1/664fe14c-8009-468c-996d-c28efeda9e02.rna_seq.augmented_star_gene_counts.tsv	2efef338b9838d9e31a143b28b4e5529	4244304	validated
73957427-4916-4375-8052-8377d01d9b98	73957427-4916-4375-8052-8377d01d9b98/43551604-ee6b-4b8a-a01e-70bb7eb3bb04.rna_seq.augmented_star_gene_counts.tsv	c899ef4e03a191da2ea8db86033143c4	4250636	validated
7f12ad31-9620-4399-b940-637846cd7e9a	7f12ad31-9620-4399-b940-637846cd7e9a/8cf52972-c164-4823-9529-3b32e5be5b39.rna_seq.augmented_star_gene_counts.tsv	4f5ad47c07fa5cb69da9f389ffda170a	4258436	validated
83277611-2ed5-449e-b834-f42d4b4f9725	83277611-2ed5-449e-b834-f42d4b4f9725/8bc25afd-f9aa-4d14-a328-0eb1b24844e1.rna_seq.augmented_star_gene_counts.tsv	536392c5ef8eb8656e66435197f35877	4251173	validated
8c7f4eef-45be-4b7f-b97a-2230c662ed1f	8c7f4eef-45be-4b7f-b97a-2230c662ed1f/748cd77b-6da6-449c-8dae-f5d52b782afd.rna_seq.augmented_star_gene_counts.tsv	a173518784d18d5bca66585d806da8db	4254295	validated
914f846b-1487-4833-b6e4-b579f971a892	914f846b-1487-4833-b6e4-b579f971a892/05fbb99d-cafc-4ca0-9581-8b46dedfce8e.rna_seq.augmented_star_gene_counts.tsv	0e884aeb131bd91eb893049097ef284e	4247881	validated
92056e7d-7f3f-4133-9087-5b0f1d74e7e3	92056e7d-7f3f-4133-9087-5b0f1d74e7e3/30254b32-7a21-40ed-bce0-54ea176c49b7.rna_seq.augmented_star_gene_counts.tsv	6f382070a70e701a8cdf79b1e110ac90	4242045	validated
aa918528-a7df-46be-8aee-ac1a02a29e88	aa918528-a7df-46be-8aee-ac1a02a29e88/edda69b4-b455-4698-bf7d-267a3e4983db.rna_seq.augmented_star_gene_counts.tsv	38ea9006e93415097385e6acda183937	4250458	validated
b7aa0328-5e0d-4534-bc14-4de19e55e6d9	b7aa0328-5e0d-4534-bc14-4de19e55e6d9/12e857d8-77be-477e-961a-87b7e7cd1aa7.rna_seq.augmented_star_gene_counts.tsv	01733e00810637ad7e3a64b2be1769c5	4255840	validated
ba667c63-1ffd-431f-87c4-9678da71b6eb	ba667c63-1ffd-431f-87c4-9678da71b6eb/f4c02941-9160-4bc5-bc6a-04925b257e89.rna_seq.augmented_star_gene_counts.tsv	e7b0c58235c3ed020a00f993e6214e77	4251395	validated
c63425b2-681d-4360-895e-ccc9cdff2288	c63425b2-681d-4360-895e-ccc9cdff2288/f93e2a7a-b739-4749-9c7a-296846df6065.rna_seq.augmented_star_gene_counts.tsv	64ab2c53efecc28b68f662b5edeecf42	4245866	validated
c7073802-c11b-429a-92ac-0617a712d967	c7073802-c11b-429a-92ac-0617a712d967/87a17e32-28e0-4f2a-9c73-d629e26a0acc.rna_seq.augmented_star_gene_counts.tsv	5f3eff063f3431e225fec0286fa74405	4242607	validated
da2beada-3602-4701-b457-e3af189420b8	da2beada-3602-4701-b457-e3af189420b8/a4972851-5132-4465-b1c9-679bb3a644f4.rna_seq.augmented_star_gene_counts.tsv	f3a2d8adfd78e8126b97e34fc36de46a	4248061	validated
e838e897-2515-4dd7-a972-0d8ce4bd7bc8	e838e897-2515-4dd7-a972-0d8ce4bd7bc8/6d3a1676-bb0b-4167-835d-25ddb1cf9d31.rna_seq.augmented_star_gene_counts.tsv	eccdb8336bc3ddd6af7833fe453b2954	4251155	validated
ff7f3046-6bd9-43c4-857f-3d8bbc7bc4d6	ff7f3046-6bd9-43c4-857f-3d8bbc7bc4d6/26b09f4a-dcff-4d0e-9357-5f2d10252ea3.rna_seq.augmented_star_gene_counts.tsv	f665029cbe76b719d80ca16830630990	4255467	validated
\N	634895fe-6325-4d91-a9b6-037c3f0e2aea/annotations.txt	4877e0a5434fbaaac74b8264d6b8d9cb	568	\N
\N	da2beada-3602-4701-b457-e3af189420b8/annotations.txt	7a908391e61a97c3e5ed77a90e411e7f	317	\N
