id	filename	md5	size	state
a8472858-85d7-41a5-abcb-13b57d7137a0	a8472858-85d7-41a5-abcb-13b57d7137a0/eef6c176-f879-4f51-a102-3b4004388b68.rna_seq.augmented_star_gene_counts.tsv	43256298483550d7f8d032f61724e351	4220351	validated
ac7e275d-e504-486d-a878-9655c1693eda	ac7e275d-e504-486d-a878-9655c1693eda/41832ecf-1f7f-4972-88ac-530548aed119.rna_seq.augmented_star_gene_counts.tsv	813e90f57cbe8c91099e1c226de74565	4234181	validated
acfdbc5a-2302-4781-b20a-314dfecadb3e	acfdbc5a-2302-4781-b20a-314dfecadb3e/7fc4dd1c-2e19-43fe-a715-a0b1a8afc4c2.rna_seq.augmented_star_gene_counts.tsv	16f8fde0111172e38e5f8d675fb8d30b	4239772	validated
ad201166-65b3-4363-9efc-423444184522	ad201166-65b3-4363-9efc-423444184522/0ce8a489-d153-4067-bd71-c4bcd53bb7f8.rna_seq.augmented_star_gene_counts.tsv	0360e80352643a56f10f18f5bc4dc268	4233396	validated
af794da5-6884-4f0d-9107-e236c2207dc9	af794da5-6884-4f0d-9107-e236c2207dc9/16d039ef-1b0c-4ed8-97fc-0c440bb9482e.rna_seq.augmented_star_gene_counts.tsv	55d8807da9e07ba4fd930b8c44ea753a	4231547	validated
b95cabf1-0dbc-4d01-a96d-2fca57ad32ce	b95cabf1-0dbc-4d01-a96d-2fca57ad32ce/07a1c477-d35e-4875-8059-c7f4f5e740ce.rna_seq.augmented_star_gene_counts.tsv	a76e2f7efb312b50142a0a5bc3c90690	4231562	validated
bc55046f-7ce1-488c-9a60-664650e7e32b	bc55046f-7ce1-488c-9a60-664650e7e32b/fee25683-b29a-4dde-96ff-dbdc03dbc654.rna_seq.augmented_star_gene_counts.tsv	03decc894b5be8fbe6ca2f35033bf39b	4219368	validated
bceddd9e-bed5-4e4e-a02d-d2eb5333e58f	bceddd9e-bed5-4e4e-a02d-d2eb5333e58f/9fd4e9f0-194f-406e-8470-5c8e2be65164.rna_seq.augmented_star_gene_counts.tsv	c35607d84056d4c0137057c183733a93	4238124	validated
bde0a1ee-95e2-4ce3-956a-cd2a46f243cf	bde0a1ee-95e2-4ce3-956a-cd2a46f243cf/b5512d19-ee10-4499-9597-ae53735fc1fd.rna_seq.augmented_star_gene_counts.tsv	113bd430fe69f9f4aecc3b6efeacf47e	4224819	validated
c08d5e3f-a031-4c10-9b38-ad9b3644c272	c08d5e3f-a031-4c10-9b38-ad9b3644c272/f3ac12c3-128b-41d2-bb87-39ead9dcc031.rna_seq.augmented_star_gene_counts.tsv	b993308610fba12524208a4b07a9aee2	4236687	validated
c31c518e-609d-441d-92e3-de1eb13a6789	c31c518e-609d-441d-92e3-de1eb13a6789/97795abf-f7b5-47dc-9854-354285883826.rna_seq.augmented_star_gene_counts.tsv	0abdb218bc302b21bbc9f23976fa8ff5	4237909	validated
c405ed6b-d3db-4db2-9686-ff8c0a4089b7	c405ed6b-d3db-4db2-9686-ff8c0a4089b7/df99ecaa-143c-4dbf-91c5-8e3a76c60f74.rna_seq.augmented_star_gene_counts.tsv	5d5428bef93f0542c2b630b78dceb527	4241474	validated
c62fb1ef-ebc8-4acd-836f-a5d3b81ccfd4	c62fb1ef-ebc8-4acd-836f-a5d3b81ccfd4/e7c891c6-0195-4731-b09a-a57365dffd44.rna_seq.augmented_star_gene_counts.tsv	847a3ba6c056774e876e8d66d6992c5b	4238937	validated
cb2eba77-c85c-4473-a9de-d04366f3b9be	cb2eba77-c85c-4473-a9de-d04366f3b9be/10f8dac1-6fe0-4976-acea-2bf677f1a7c8.rna_seq.augmented_star_gene_counts.tsv	0f9bd3c826e88bd77e6085d960cb78c7	4240741	validated
cf934cea-bc57-4b8f-937d-3dbf867e83a4	cf934cea-bc57-4b8f-937d-3dbf867e83a4/bd08a087-4ab1-4785-9ce5-f652df907154.rna_seq.augmented_star_gene_counts.tsv	ffe2c69025ffc5d56bd6598386564813	4242344	validated
cfaeedcf-6198-463b-9724-8242131456d9	cfaeedcf-6198-463b-9724-8242131456d9/216a4f94-89f2-4369-a12d-ec57d92adbae.rna_seq.augmented_star_gene_counts.tsv	be687071d7694b1f2e2ccd24c0f38daf	4220943	validated
d180a5c8-3713-4806-8124-efafedd69b41	d180a5c8-3713-4806-8124-efafedd69b41/43a203e0-f851-4de9-b03d-b4276058dd41.rna_seq.augmented_star_gene_counts.tsv	4335852be15af31d61cd9c5f384b126e	4213512	validated
d1d59fba-79d7-4084-830d-81b3ea3fb482	d1d59fba-79d7-4084-830d-81b3ea3fb482/399c3066-84a0-4533-9362-ec07ad8f7655.rna_seq.augmented_star_gene_counts.tsv	7f88076ac060e6434585881ff6e1facc	4230335	validated
d4b49325-b917-4bb6-9813-864c0cec7b0d	d4b49325-b917-4bb6-9813-864c0cec7b0d/0596e754-572d-440d-a7d1-dab5fdfdbcfc.rna_seq.augmented_star_gene_counts.tsv	293aa1e05899f74b5d3635d3b4a19a14	4229935	validated
da6bb09f-b032-4c21-8393-19aaabaac999	da6bb09f-b032-4c21-8393-19aaabaac999/f9444ec2-6f40-4051-9177-765181641c9e.rna_seq.augmented_star_gene_counts.tsv	8434291b9ec1e3f91c413aceec79e993	4239009	validated
e28a82e7-e9bc-4c98-a9c0-4a28c534d030	e28a82e7-e9bc-4c98-a9c0-4a28c534d030/6ed4c4b2-8125-483e-bcd5-363df40f88dd.rna_seq.augmented_star_gene_counts.tsv	f981449f96a47a902d583a2eee41dd0e	4232417	validated
eae2f64f-e216-4f97-b5ef-ed690bf4b7fd	eae2f64f-e216-4f97-b5ef-ed690bf4b7fd/bbabe4cc-dbbe-429e-98bc-f2f30da13e83.rna_seq.augmented_star_gene_counts.tsv	98cad66ecaddb9996c1ff67749c59e9b	4241727	validated
f13d1071-7019-4004-ac83-39b11ccea06e	f13d1071-7019-4004-ac83-39b11ccea06e/247989e2-2037-4949-9853-ac835519355e.rna_seq.augmented_star_gene_counts.tsv	be4c3a5b09d9ae2c92b11fe2efe20907	4228413	validated
f5233c6c-18bf-494e-8f33-a8d0ec3e7c84	f5233c6c-18bf-494e-8f33-a8d0ec3e7c84/4db1ba62-beea-4834-8852-25b7f132d83e.rna_seq.augmented_star_gene_counts.tsv	3e78387253670da052eb0d5d2221e4e3	4230866	validated
f65e0c6a-05c4-409b-a446-85b90671c06e	f65e0c6a-05c4-409b-a446-85b90671c06e/9ec7c4f6-5fdd-4307-a5a9-b93a18e03ee0.rna_seq.augmented_star_gene_counts.tsv	6887ae3affba94de5ef870c8ff808ae4	4231750	validated
f66edd9e-0dbe-4273-a64e-b326485350f0	f66edd9e-0dbe-4273-a64e-b326485350f0/c2d88d54-7eb2-4d9e-8a93-913053ea17d4.rna_seq.augmented_star_gene_counts.tsv	62a2b213843aa57082aa9acd20773e7e	4235090	validated
fd91e3b8-4749-4e44-967d-725e77080966	fd91e3b8-4749-4e44-967d-725e77080966/6ed354db-ee75-4d04-9411-ace900a64229.rna_seq.augmented_star_gene_counts.tsv	98587002d576dde5b8a05bb66a5418d4	4239742	validated
\N	1db88b1a-ebe4-4500-8549-3e498271147f/annotations.txt	4877e0a5434fbaaac74b8264d6b8d9cb	568	\N
\N	63e20c7d-64a5-48f3-8b66-f58b57dd4a7e/annotations.txt	1cef1f2ce3f706173ef8e378308b7713	286	\N
\N	a02fc376-4376-41f7-a2e3-1f3de09354b3/annotations.txt	9f527ff342def5fffc55f017ffaaa62f	278	\N
\N	af794da5-6884-4f0d-9107-e236c2207dc9/annotations.txt	0d6fbbf0885934e737e963efdf1dc7b6	308	\N
\N	b95cabf1-0dbc-4d01-a96d-2fca57ad32ce/annotations.txt	7a908391e61a97c3e5ed77a90e411e7f	317	\N
\N	bde0a1ee-95e2-4ce3-956a-cd2a46f243cf/annotations.txt	0f89af86311f6ad7bb8cd31eeffc9424	730	\N
